,AreaNorm,PerimNorm,RazonEjes,Excentricidad,Solidez,Extension,CantDedos
0,0.7720970476775266,3.3915156389072982,0.6793450470335178,0.7338189879466377,0.9325,0.6907407407407408,0.0
1,0.7493350662309725,3.384053951580641,0.6417868852676214,0.7668830379519975,0.9260355029585798,0.6955555555555556,0.0
2,0.734555992581795,4.16668567240783,0.7669653114594925,0.6416885623243128,0.8928571428571429,0.6363636363636364,0.0
3,0.7686445389087063,3.4038804168770773,0.7302451755000302,0.6831851752335746,0.925414364640884,0.67,0.0
4,0.7739996220392064,3.3243973983157034,0.7309274036079951,0.6824552224541,0.9405099150141643,0.7280701754385965,0.0
5,0.7684761302922505,3.3875711753754367,0.7090151794603524,0.7051932184123756,0.9213759213759214,0.6944444444444444,0.0
6,0.7586687026256028,3.8549696493074936,0.7038109582826707,0.7103873133729436,0.9261083743842364,0.7230769230769231,0.0
7,0.7723831063992614,3.3648215531990946,0.7120362379682023,0.7021427175582536,0.949238578680203,0.7192307692307692,0.0
8,0.7504443861662848,4.007938796678798,0.7320210611106316,0.6812820018835556,0.9050279329608939,0.648,0.0
9,0.748493832664086,3.944369441717721,0.709224307865755,0.7049828942125765,0.9013333333333333,0.6842105263157895,0.0
10,0.7590657142825021,3.3299318136678306,0.687764379613355,0.7259339902050714,0.9294478527607362,0.7013888888888888,0.0
11,0.753792956286755,3.949646186141427,0.763772928418856,0.6454850221457388,0.907103825136612,0.6916666666666667,0.0
12,0.7717673504786042,3.3925815579817913,0.8575606542734886,0.5143828576479063,0.92,0.6818181818181818,0.0
13,0.7667668077848392,3.400235922968126,0.7375244000754151,0.6753204863569585,0.9269521410579346,0.7076923076923077,0.0
14,0.7717018007065114,3.3465886614257885,0.7528228717534587,0.6582231565091549,0.9376623376623376,0.722,0.0
15,0.7652165753636886,3.4079329885792027,0.7049951488108211,0.7092121263438803,0.9293193717277487,0.7186234817813765,0.0
16,0.7706821101945204,3.306705165549719,0.753095183236439,0.6579115783949044,0.9427792915531336,0.692,0.0
17,0.772459307934152,3.390766901737588,0.7176924081723287,0.6963602568008915,0.9308641975308642,0.6981481481481482,0.0
18,0.7670322948899378,3.3256138903664114,0.7885863769261968,0.6149240002849248,0.915057915057915,0.6970588235294117,0.0
19,0.7497986555795189,3.98498890230296,0.7433352536868593,0.6689190538669776,0.9010152284263959,0.6826923076923077,0.0
20,0.754346286213079,3.441668147959079,0.7106109142790286,0.7035851963390952,0.9230769230769231,0.7,0.0
21,0.7593041027714729,3.944672168030814,0.6993981657527408,0.7147322615789089,0.9131652661064426,0.6863157894736842,0.0
22,0.7672030813389508,3.4465775448320177,0.751938204605447,0.6592335977896887,0.9147869674185464,0.6684981684981685,0.0
23,0.7541325614087983,3.938609078308318,0.7209151141555553,0.6930233749175294,0.9048780487804878,0.6794871794871795,0.0
24,0.7711778323587829,3.390721705061639,0.8360477672093296,0.5486566603480671,0.93,0.6763636363636364,0.0
25,0.7346670163674583,4.465558051448846,0.7745427335170367,0.6325215837866378,0.8848039215686274,0.6611721611721612,0.0
26,0.7736869266007672,3.2932285676626147,0.766722995265084,0.6419780748060934,0.9380530973451328,0.6973684210526315,0.0
27,0.756346124750456,3.909155773268032,0.7346216864254875,0.6784769545337356,0.9205128205128205,0.6575091575091575,0.0
28,0.770825167061045,3.368119963161686,0.6891362089178494,0.7246318275913183,0.9338422391857506,0.6796296296296296,0.0
29,0.7669580408652884,3.4315610455855947,0.7121774038560856,0.701999533786744,0.9217171717171717,0.6759259259259259,0.0
30,0.7564236067586081,4.02578361483651,0.8865837051584065,0.4625681936186184,0.8926553672316384,0.6542443064182195,0.0
31,0.771078579600437,3.362677256129805,0.6899211465072637,0.7238845291910188,0.9432989690721649,0.7134502923976608,0.0
32,0.7762331013208267,3.260511845123,0.7906356892755864,0.6122868664635218,0.9577464788732394,0.7555555555555555,0.0
33,0.7562344420998651,3.3633382181800666,0.6389565474085426,0.769242829361285,0.9196428571428571,0.6866666666666666,0.0
34,0.7391419747219062,4.129283829694575,0.7976027935012128,0.603183043361683,0.8888888888888888,0.64,0.0
35,0.7429240664000197,3.8906116807488984,0.6708848918444779,0.741561502435788,0.918848167539267,0.7105263157894737,0.0
36,0.755127020348641,3.917437923178105,0.8019489319822605,0.5973925932688754,0.9222614840989399,0.725,0.0
